id,label
2733,9.42E-11
9864,1.80E-12
4652,0.994858
8235,1.18E-07
8627,0.0717787
5964,1.12E-08
5523,1.31E-17
11879,0.999999
8976,1
8743,5.82E-05
11513,1
11900,1.02E-12
7144,1
10534,1
7101,8.18E-05
3432,1
3365,0.830565
11194,0.998614
4915,1
11677,1
5758,0.00945291
412,1
1417,6.88E-09
105,0.999907
10053,0.999701
11160,0.00100657
6063,9.54E-11
2287,4.40E-12
4091,1
2752,0.997429
2164,2.79E-06
8865,0.999998
10172,1
661,1
156,6.43E-09
7246,0.999937
3894,1
8399,0.999987
9591,2.32E-10
3322,5.30E-10
7908,0.755924
700,0.999904
5173,0.999998
3367,1
10193,4.52E-09
7632,1.12E-17
1813,1
1622,4.51E-10
11061,6.08E-13
8801,0.999536
3858,0.999962
8309,0.999997
2477,1.02E-08
3867,0.99991
7600,0.999998
3889,1.81E-07
1492,3.19E-10
3997,1
9667,1
3192,1
8466,1.45E-11
7023,8.32E-08
4617,0.893736
11245,1.15E-10
505,6.91E-06
5231,0.999065
3507,1
4115,5.69E-10
9236,1.17E-08
3974,0.999359
6029,2.25E-06
11103,9.51E-10
10693,0.00500914
87,1
428,5.02E-06
8266,1.36E-15
562,7.96E-14
2552,1
5013,0.702766
9604,0.99905
385,0.999965
10503,1.76E-09
1950,1
9603,1.99E-08
9422,0.000708646
3872,3.65E-13
4755,1
4752,2.21E-06
8454,7.44E-13
6133,1.20E-09
11010,1
12383,0.981885
4401,0.999919
2984,0.999998
8218,8.07E-10
9984,1
3188,2.62E-06
4465,1
6494,2.85E-06
4258,1
8668,1
8429,2.45E-06
833,1
5204,6.84E-11
7518,1
11653,4.27E-09
7548,1
9540,1.34E-16
6052,1.99E-10
5690,0.999963
6333,1.15E-14
154,2.74E-10
8651,1
1766,1
10346,5.30E-06
6064,1
5438,1
6660,1.41E-08
3755,0.930751
10194,1.24E-12
5577,1
2169,6.71E-20
6809,0.999977
5268,0.917511
5127,1
10839,1.83E-13
3077,4.11E-15
10984,1
3863,2.79E-08
4145,1
1268,1.12E-13
5339,1
241,1
4042,0.999185
7453,1
10164,0.994121
5864,0.996998
1896,0.00254911
11480,4.48E-14
7052,0.999997
9361,1
650,1
1287,4.40E-08
4627,1
6413,9.40E-09
630,1
10591,1
9457,4.25E-06
9664,0.99997
10317,1
8531,1.25E-09
2002,1
3605,1.02E-12
9038,1
8107,2.28E-15
7424,2.84E-11
2134,0.999979
2577,1
455,0.161379
1452,0.999917
550,7.79E-06
7550,0.924288
7888,3.69E-12
8242,1
3746,3.76E-07
7980,5.81E-11
10008,2.75E-13
7195,1
5181,1.40E-06
11,1.36E-12
1533,7.89E-10
8599,2.48E-12
7576,3.39E-05
7689,5.91E-17
9430,1
4187,3.24E-13
8900,2.35E-11
905,8.95E-07
2481,1
1112,1.63E-11
2667,7.80E-06
1450,6.12E-08
7833,4.30E-10
7108,1.33E-17
7510,0.99999
147,0.999997
12168,9.84E-06
9077,5.18E-05
7914,0.999997
3659,1
6704,1
3477,0.000320601
3249,6.58E-05
12127,2.08E-10
4133,4.56E-13
3760,0.0115132
1094,0.999996
3777,0.000199756
8945,1.47E-08
7473,0.992613
5686,2.81E-15
6119,2.40E-07
10581,0.999987
12153,1
4697,5.43E-11
1290,1
8749,2.11E-13
1907,0.000487938
5702,7.22E-09
10373,1.49E-10
2210,1
3895,3.49E-07
9113,2.56E-13
3701,1
9969,1
2715,3.41E-16
977,0.355577
5380,1
7343,1
10443,0.999999
979,0.999996
6492,0.999996
3666,6.07E-12
8051,1
12420,1.88E-06
11805,1
7924,9.80E-15
5737,0.995455
1281,3.75E-11
3625,0.232384
3979,1
10092,1
3842,0.00292988
12500,2.59E-12
5071,1
9791,2.33E-06
10280,0.999915
9070,1.41E-06
11370,1
5955,0.961604
11212,0.992703
7132,0.227616
7719,0.996136
5090,0.999909
12266,0.999992
2274,1.17E-09
9901,1.64E-12
3729,6.99E-08
9382,1.03E-09
2879,1
7112,0.999995
1052,0.999999
4857,1
6491,1
2497,4.18E-10
4742,4.35E-15
2928,0.999999
6345,9.40E-15
4778,0.999988
8180,0.999998
10927,1.65E-05
3100,8.13E-12
11467,1.67E-14
11597,1.25E-11
10311,7.90E-15
6393,1
4709,0.994251
568,1
5847,1.67E-06
9172,0.246889
3194,3.50E-14
6538,9.84E-06
6314,1.22E-11
1704,1
11565,4.59E-10
10306,1
2292,7.03E-14
1005,3.67E-18
9807,1
2427,6.90E-07
6107,1
7780,0.000214428
5777,1
5006,5.12E-06
9976,1
4331,0.000228733
3,1
12079,1
12321,0.999278
11357,0.999998
7491,3.00E-07
8797,1
11699,1
10865,2.60E-14
8989,3.41E-10
9129,0.999891
8723,9.94E-14
1928,1
10985,1
8001,1.08E-12
8055,0.386164
10023,1
10271,1
453,1
6788,1.35E-14
8966,1
1038,1
9368,2.39E-12
945,0.999367
10051,0.00168349
10085,1
11999,1
4188,8.58E-15
8520,1.12E-15
2430,0.999944
648,7.62E-15
10733,0.999881
5859,1.66E-14
3404,1.11E-10
4423,0.00473848
6503,1
6290,1
1274,1.57E-05
12025,1.92E-09
1520,0.000691834
9624,1
622,9.00E-14
11204,0.997976
6995,1.88E-06
615,1.72E-10
153,6.61E-16
9360,1
9333,0.999984
2624,0.999997
10120,1.53E-15
9202,1
572,0.997744
4898,0.955461
4051,9.49E-09
9612,0.998372
6245,1
6617,5.58E-10
755,2.68E-17
10954,1
9673,0.174241
7799,1
10841,1.06E-06
5906,9.74E-11
10996,1
11521,1
2573,0.999999
351,3.24E-10
3957,1.02E-09
11337,0.999975
3263,3.24E-07
3779,1.91E-15
10050,1.37E-07
8294,6.74E-15
145,0.00023863
2112,3.69E-17
11768,1.38E-05
10010,1
367,0.999999
3809,1
5369,0.999995
1459,7.43E-13
10063,0.999708
417,0.999981
1959,1.78E-08
10362,2.20E-10
5307,0.999858
3103,1
991,1.31E-15
1895,0.999537
2208,4.30E-20
6015,9.59E-11
359,3.31E-10
5868,7.62E-13
8327,0.998778
5349,0.999999
8551,0.99989
994,1.62E-10
6655,2.67E-09
7289,3.46E-06
9213,0.00152376
4132,0.999968
8808,2.37E-10
907,1
1420,1
9269,1
2843,0.999999
4073,1
11416,1
9083,1
5837,2.45E-12
1402,1
9211,3.62E-09
3021,0.977887
2529,0.99989
1709,1.76E-10
11236,1.90E-06
4716,0.00419565
11242,1
2587,1.40E-11
8972,8.12E-07
501,0.999862
5197,1.45E-10
6451,0.000414502
377,0.999999
422,1
2377,2.38E-12
2546,0.999999
3084,5.37E-05
4127,1.29E-11
2257,0.852862
11754,6.81E-10
5947,1.32E-06
3067,1.86E-06
5242,1
1276,1
2471,0.995704
5851,2.04E-14
4832,0.999999
11024,1
9617,1.07E-06
53,1.58E-13
2262,7.82E-09
2776,1
1851,1
8727,0.999994
398,0.00029509
12037,1
2275,0.999999
5790,9.86E-07
1657,3.38E-06
4428,3.54E-12
12433,1
6849,0.999999
12309,3.32E-08
7243,8.57E-12
1120,0.000451037
8058,1
8901,1
9999,6.17E-07
10499,0.999944
12230,1
5462,4.41E-05
10717,1
5628,1
1327,1
2294,0.455537
3656,0.00114412
6066,1
2799,7.33E-05
9817,1
11811,5.50E-12
4316,0.999609
321,1.91E-10
1960,3.00E-08
1241,1
2511,0.984042
10301,6.28E-17
5692,1
12219,0.999697
1701,1
6199,1
5680,1
9349,6.21E-07
10611,1.76E-11
7666,1
10220,1
4586,0.999998
284,1
11496,1
1029,1.09E-10
4718,1
4464,1
4957,8.10E-16
1915,0.999999
4075,0.000103089
857,0.99999
1666,1.44E-14
9091,7.91E-07
8376,3.48E-16
3972,0.990444
3036,4.12E-13
11277,1
9774,0.999999
9303,0.200746
12225,0.999125
1629,1
5703,1
4452,0.999999
7704,0.999991
1608,3.25E-07
1490,0.99996
3543,4.25E-09
9086,1
3207,3.92E-10
6312,0.827951
8541,1
7047,0.998889
326,0.999551
10495,8.50E-13
7654,0.999986
12180,0.999357
11389,1.32E-07
11687,1.31E-12
3255,1.68E-16
1551,2.40E-13
1130,0.999999
8433,1
8980,2.68E-08
6434,5.23E-07
12218,3.67E-07
6743,4.44E-09
3977,4.20E-14
11383,1
6349,0.999991
9112,0.00202993
2958,0.939273
8362,0.999907
3971,0.000952904
8322,0.96024
7591,0.999999
5895,0.000101916
1151,1
11991,1.58E-09
890,0.689523
7054,1
10455,5.89E-05
2566,1
11463,1.37E-12
5519,1
11742,3.04E-15
5033,1
2896,5.33E-09
11941,1
8096,1
11495,4.28E-11
11275,1.43E-11
10843,8.20E-10
11722,2.48E-06
3691,3.11E-06
6265,1
5358,0.999996
4824,0.999995
1354,0.000953578
10146,1
8917,0.999413
1471,1
7261,1
5284,1.18E-16
5162,1
4597,3.23E-11
8916,0.000160553
1961,1.54E-09
12014,1
8577,3.46E-07
4217,5.64E-10
4792,0.999975
5030,0.50313
7399,0.999999
8666,1
7954,3.84E-14
61,8.04E-07
2137,8.01E-05
8407,1
9041,4.15E-11
9666,2.21E-15
9154,5.45E-12
626,1
7165,0.755134
10374,0.999996
7319,0.999252
7074,1
9255,0.999999
2869,0.000655717
8441,0.75506
4063,0.912024
1114,1
11760,1
10853,0.999981
5629,1
10032,0.000535905
7359,0.999961
1405,0.999904
5958,0.999939
7049,3.52E-06
2446,4.58E-08
11545,7.21E-12
1096,0.999983
1563,1
8486,1
9827,2.03E-06
5946,1
5378,0.999908
5874,1
5289,0.998464
89,5.19E-11
5568,1
11578,4.58E-09
17,0.99869
7990,1
6386,3.06E-14
10335,1
5463,1
12119,1.48E-09
6140,1
665,1.46E-09
8997,0.79885
9766,0.999748
11261,1
2654,0.527327
4758,1.61E-05
4407,0.999947
3699,1.15E-05
6478,1
7931,4.61E-06
6740,8.53E-08
11037,1
6293,0.99945
4573,1
5312,1.98E-17
11106,4.10E-06
45,3.83E-10
7313,2.46E-15
10419,1
7494,1
1740,1.54E-05
8906,2.17E-07
6365,1
9715,0.834562
6934,0.999829
325,0.999978
7532,0.93823
4619,2.16E-05
10874,0.000488188
9626,0.173751
7310,8.68E-10
5260,1.20E-10
846,1
5179,4.20E-06
3362,1
2706,0.0675754
5528,0.999977
1674,0.000314704
933,1.46E-09
5451,0.999997
3461,3.77E-10
5834,0.999998
549,2.09E-13
11940,0.977084
3742,1
10072,6.57E-10
8105,0.0185171
11231,0.999509
7400,0.995172
8600,1
3221,1.03E-11
884,1
1553,1
1573,1
625,5.13E-08
7861,0.982091
7056,8.24E-16
4168,0.000113968
8744,1.36E-18
8459,4.08E-07
5530,6.40E-07
6948,0.999899
5214,1.12E-13
6016,1
954,0.0831781
3176,1
4538,7.77E-05
487,1.36E-05
2939,0.999999
3987,0.00212855
9802,0.00107894
9770,0.999797
11189,1
3379,3.70E-05
7269,2.23E-07
10593,0.983495
3737,1.01E-09
3121,2.27E-12
3439,9.41E-15
9593,2.52E-11
7203,3.67E-05
7176,2.35E-05
3433,0.999999
998,1
7527,0.45529
5280,2.99E-08
6794,1
816,1
490,0.999994
11535,1
6421,1
1300,4.53E-18
9314,2.92E-06
1756,7.55E-06
1548,7.53E-11
7860,0.99947
2186,1
3494,0.943308
1102,8.47E-09
10265,7.85E-06
12006,1
9565,1
9386,0.931599
331,0.685805
5487,1
11437,1
5634,0.556715
666,1.40E-06
68,4.17E-18
9510,1
7985,0.997959
5991,1.11E-09
8236,3.79E-06
6951,6.55E-05
12458,0.0590419
9171,1
6373,0.0001274
1615,2.77E-13
4787,0.820659
10236,8.35E-13
1675,0.0625253
12200,1
642,1.35E-05
4364,7.47E-13
5619,0.999981
3016,1
8615,1
9503,0.0262664
5840,1.65E-07
6588,0.999957
2819,1.32E-08
6469,1
9141,0.0155827
100,7.88E-05
3899,1
5121,0.999979
9057,3.07E-09
9899,1.96E-10
6667,0.000933506
5484,0.968392
12404,0.00045312
2646,1.25E-09
3458,5.12E-07
5869,1
7161,0.996297
10523,1
3047,9.13E-11
7676,2.38E-06
1784,1.19E-06
1968,0.999999
2012,9.79E-13
9525,1.14E-07
4102,1
4496,3.15E-07
7315,1
8523,6.54E-09
1299,4.72E-11
12247,0.849647
115,2.38E-06
565,1
11595,1.95E-21
3449,1.48E-20
2651,1
2386,1
9513,0.8964
261,2.59E-15
8798,9.37E-10
7391,0.00860866
4923,4.27E-12
8540,1
4563,0.0123286
9601,0.000117941
4031,1
3330,1.41E-06
7139,0.999042
12339,9.40E-08
5304,1
10531,1
1781,1
11168,0.882056
5264,1
11738,1.62E-08
2815,2.33E-11
5025,2.81E-08
11623,1
5164,0.994221
9548,1
1609,1
11950,2.77E-06
3101,1
1775,6.85E-05
12476,0.999992
1236,0.996873
12074,1
4477,2.04E-12
7419,1.77E-12
1149,0.999997
11179,1.32E-14
6072,1
1986,0.999421
5887,0.73893
6316,1.13E-13
6902,0.69397
11246,0.517508
8458,1.32E-07
544,0.162496
1768,0.998133
3629,7.50E-08
7640,2.86E-17
10228,2.19E-06
766,1
10974,1
12148,0.00368603
4468,1
10820,0.999533
7252,1
7598,9.25E-14
10198,1.38E-09
7288,3.87E-10
3351,0.999999
2046,0.999984
5488,1
9889,1
9928,8.33E-11
10633,1
4552,2.92E-10
3009,1
1983,1
5672,1
1107,1.05E-11
7059,1
5904,0.999997
1733,1
10909,1
9677,1
11497,1
10199,6.69E-23
7986,0.999948
10488,1
11120,0.122489
8344,1
1426,1.45E-16
8589,1
10601,0.0326347
11423,0.999912
12267,0.00818398
4784,1
2602,1
5671,0.396654
5839,0.906945
11254,1
6184,2.80E-06
8194,0.999997
11089,1
1321,4.29E-17
9735,3.52E-17
7910,1.09E-06
6847,1
6102,8.45E-07
7648,1
4835,0.997267
10349,1
9074,9.13E-07
9251,1.93E-10
8999,2.16E-10
5565,1
8009,3.75E-13
2699,1.31E-09
4262,0.356899
3860,0.954674
4530,6.23E-15
12188,1
12046,0.999963
4764,0.000310103
4251,0.999982
4558,0.999992
10203,1
1306,1
2840,7.84E-16
4403,8.75E-14
9234,0.00945847
11923,1
4986,1
56,0.999998
5356,2.32E-08
4106,7.55E-15
1124,0.00341332
509,1
1230,1.65E-13
3581,0.00922401
12193,3.06E-06
4306,5.63E-06
2709,1
7486,2.45E-07
2478,1
11491,1.36E-05
10749,1.84E-13
11249,1
403,1
7413,1
4302,0.82297
4712,2.15E-15
8680,1.82E-06
5469,0.997641
3501,1.11E-08
6988,6.79E-06
1998,1
1447,0.0122066
2304,0.999902
10608,1
4934,1.57E-10
11070,1
10651,1
1745,2.01E-11
295,6.02E-09
408,5.45E-09
5717,0.999781
847,4.43E-07
6452,2.27E-14
9061,1
2770,0.999995
5473,1
10500,1
7098,0.999966
7021,4.48E-10
4408,1
11456,0.181029
2421,9.80E-14
11863,0.99995
7482,0.000367737
2369,5.13E-14
1536,1
4751,6.92E-10
3317,1
1407,3.58E-08
413,1
736,0.999999
2493,3.83E-15
7563,1
8683,1
1816,1
10341,2.26E-08
11108,3.57E-08
7467,1
8015,5.67E-10
2352,2.87E-07
6321,1
2225,2.52E-05
2641,0.999861
11178,1
2418,2.74E-13
9444,0.00623311
6195,0.000328865
8994,2.74E-05
4925,1.44E-14
1167,0.955456
5474,7.26E-18
7670,8.81E-07
4532,8.71E-09
1146,0.96465
12418,5.24E-09
8721,0.999999
3792,1
7821,2.01E-14
8038,1.10E-22
5160,3.20E-05
7593,0.00321412
11075,1.10E-11
10006,2.26E-14
7431,1
5699,1.92E-16
12330,0.999162
3618,2.35E-07
7652,1
8598,1.80E-20
9572,0.998725
6057,1.59E-07
8174,0.97554
5818,1.06E-18
4634,1.11E-07
8480,1.19E-13
4388,1
8609,0.982187
3953,3.38E-06
871,0.999998
12258,4.90E-07
4696,3.12E-06
567,3.82E-05
8775,1
11259,1.92E-13
1884,0.999996
2644,0.999282
12344,1.19E-08
11817,9.89E-09
3811,1
436,0.0265334
7571,0.369963
2154,0.999996
7072,0.998823
9849,1
923,1
24,0.990897
6485,1
4330,1
3380,1
987,0.381338
11852,1
10420,0.999991
188,4.54E-19
8884,1
11865,0.00459002
3206,1
780,1
7623,1
3580,1
8257,1.99E-09
5116,1
11739,0.000337912
9779,0.999996
497,1.65E-07
8583,1
5511,0.999976
392,0.0218717
4936,5.63E-13
12407,0.999745
5704,2.05E-07
6269,4.40E-10
10173,9.80E-15
4232,3.27E-05
593,0.999998
1544,0.993388
7700,0.984243
6595,2.53E-15
3758,0.999977
4829,0.0566574
5354,1.36E-05
3579,0.715438
477,1.68E-05
9747,1
4366,1.43E-06
8542,1
1637,1
6439,1
3948,1
9892,2.26E-15
7823,1
10442,1
2787,0.999991
1019,1
5332,1
516,1
9122,1.66E-06
6443,0.995526
57,1
1926,0.00042822
7210,1.08E-11
7992,1.58E-14
12311,1
11612,2.13E-09
7404,0.999975
7155,1.53E-11
8502,4.66E-10
2713,0.123553
2001,1
8034,1.87E-08
5845,0.999999
6246,1
7242,5.47E-17
6939,1.33E-11
9158,0.999998
4556,5.04E-15
6761,1
11359,1.25E-10
8714,5.19E-13
10562,1
9461,4.37E-07
7846,0.110137
3470,0.999971
9690,0.999984
10000,0.999788
3204,0.999927
7734,0.999987
6822,0.999987
2940,0.999997
7934,1
10030,1
2463,1.17E-07
11890,9.20E-15
11053,0.371764
709,1
11505,0.00050364
10639,1
5817,1.48E-10
7273,1.46E-10
7297,0.00222941
11726,3.72E-08
11777,0.0019902
4460,1.32E-05
9169,0.999997
394,1
7091,6.23E-11
8838,1
8042,2.27E-05
3869,3.07E-14
2907,1
12115,4.16E-08
442,4.44E-13
5079,1.13E-10
8861,1
8390,0.999041
9177,0.459912
5803,2.81E-14
5527,1
4686,6.45E-19
3585,1
5897,0.989342
3190,1.59E-10
9632,6.05E-12
10707,1
7579,0.999975
9359,1.57E-06
2344,6.24E-07
10514,0.984644
8478,1
3726,3.51E-14
6327,1
9822,0.999906
11411,1
1860,0.999681
7028,4.66E-19
3092,1
2738,1
1053,1
8871,1.25E-06
3169,6.85E-07
8133,1
11298,6.31E-11
903,0.999079
12211,1.40E-08
3810,1
1272,1
5504,1
11683,0.999996
8179,9.49E-08
3281,0.0143435
963,1
10518,1
7804,0.779312
3679,3.84E-07
2490,0.999994
11668,2.20E-19
1720,0.99999
4277,1.30E-10
11138,0.999874
6407,1.45E-12
12464,1
3690,0.999602
1525,1
1374,0.303841
6325,0.0132733
8612,1
8385,0.649305
387,1.40E-06
4024,1
9496,0.000626144
7863,2.08E-12
6779,0.00816248
8770,1.87E-12
4336,0.999978
11127,3.59E-07
3520,0.999598
9692,4.17E-17
8693,1
7163,2.31E-05
2251,6.89E-05
2846,1
4739,0.00301378
6817,0.00075611
5455,1
11755,2.75E-14
11553,0.999999
9614,0.0965125
189,0.0206984
9256,2.71E-18
8299,6.75E-07
9982,1
1326,1.06E-06
12497,1.02E-09
7619,3.94E-12
5141,0.999848
318,3.76E-14
9475,6.91E-10
2126,1
6798,6.07E-12
1521,1
6201,1
3897,0.999922
384,1
4221,0.00235248
788,7.21E-12
5321,4.57E-17
6729,1
2677,0.95922
9788,0.99878
4370,1
1941,1
10675,3.94E-07
1714,0.995793
9903,1
12428,1.65E-06
6157,1
9353,0.000152841
3049,0.151745
10694,2.47E-08
2465,1
6155,1
6586,1
6278,9.62E-06
12307,0.999995
10483,2.66E-06
6632,0.998055
11112,0.999997
1231,0.000113443
3970,0.778228
6719,0.000471733
12062,1
4640,0.999999
11039,1.06E-16
12114,1
12216,3.74E-08
5373,0.00148866
532,0.931731
3413,0.999994
2479,2.63E-11
6281,1
9066,1
1160,3.07E-15
11151,1
1014,1
5500,1.12E-17
8993,0.997066
9552,1
5873,0.999998
4862,0.911467
9824,2.26E-06
3958,4.67E-11
8888,1
11808,0.7177
6358,3.68E-12
6418,4.39E-18
8581,0.996102
861,1
3201,0.999967
8605,1.23E-18
10621,2.76E-16
8044,0.289618
3211,3.73E-06
9851,1
12300,0.999997
2661,0.999957
4014,1.18E-08
3369,1.65E-10
10831,0.999997
11313,1.30E-09
8448,1
11611,2.89E-05
11133,0.999984
7735,1
5063,0.999994
4916,0.00723092
3299,0.000125427
10888,1
10867,3.07E-14
5028,7.17E-10
9964,8.19E-14
5673,1.01E-16
11422,1
821,1
7994,3.21E-07
12410,6.05E-15
2475,6.51E-05
2678,0.99982
7715,1
10726,1.74E-08
10644,1
3527,0.999999
11217,0.999956
2653,1.79E-09
3345,1
112,1
1638,1
7214,1
4065,1.63E-05
12381,1
9431,1
9879,0.000186051
12333,1
8216,1
2812,4.21E-06
2102,1
3776,0.00604589
6426,0.99995
6104,1
673,6.39E-06
12434,1
5434,1
410,2.25E-15
3451,1.21E-14
12106,3.61E-08
6887,0.995701
5893,0.999999
7551,1
2935,6.40E-15
4977,4.60E-06
4504,2.14E-11
7031,0.945452
66,1
1909,0.999268
541,1.96E-13
9101,1
6055,1
7968,0.064394
10478,1
7461,1
2692,0.999981
6288,1
2747,4.49E-05
9810,3.18E-07
11998,1
1365,0.202882
2829,0.0813144
2619,6.32E-14
2005,1
2858,4.49E-10
1477,0.999997
6636,1
4179,0.306014
10908,0.0993515
1384,0.887279
7147,2.51E-06
3671,1.54E-08
11818,0.256911
12399,0.000101504
1349,1.41E-07
7564,0.999999
5992,1
2365,0.999967
4474,1.79E-06
1963,2.06E-09
1763,4.90E-12
10710,0.879884
8512,0.998913
2793,1.91E-21
10777,1
5993,0.991351
9130,5.52E-06
2623,7.82E-10
7092,1.90E-06
9421,0.996271
4540,0.00054681
3665,3.17E-13
2316,0.999999
10188,0.000236395
10076,5.33E-07
898,6.12E-10
6056,3.47E-17
11478,1
6132,7.70E-07
7682,1.57E-05
8028,1
6179,3.48E-11
3259,0.0737572
8290,2.06E-12
4554,1
7168,1
10157,0.13383
5543,0.999961
5911,1
11464,1
11891,5.98E-16
8037,0.999891
2096,1.46E-05
9261,0.999989
2719,0.999999
9145,7.91E-11
856,8.54E-14
7618,9.96E-08
9725,1.30E-08
8255,0.999915
9913,0.000199375
11648,1
4488,3.24E-10
7341,0.995786
11735,0.999969
1011,1.39E-12
8537,1.78E-09
5016,1
3820,1
10320,1
9310,1
9665,2.44E-12
10502,1
12118,8.16E-21
1979,1
8177,0.9942
9997,0.999999
11243,3.14E-10
6402,0.999999
7374,0.999988
8342,0.997673
7787,0.0476847
2082,0.395045
12083,4.47E-10
8332,1
3785,1
3902,2.39E-06
5392,7.11E-10
2974,1
9668,0.640281
6053,1.42E-09
9577,1
2302,4.94E-09
4374,4.19E-11
5762,5.70E-11
7307,0.0723103
3537,0.000892061
4968,1.80E-09
3866,1.28E-12
3300,1.36E-13
7999,0.98853
1507,3.38E-11
3591,4.35E-08
2100,4.30E-15
11098,1.89E-06
11587,1.28E-11
12144,2.73E-11
3110,0.999966
11373,1.20E-15
6254,1
10066,0.000373023
8148,1
11790,0.999767
12016,2.66E-07
12212,1.62E-08
2663,1
576,0.0641138
10575,0.00153964
3588,1
3344,0.999942
8953,0.999999
9856,7.24E-10
10249,0.999471
946,1
10970,9.30E-14
8162,1
6966,9.93E-06
6584,0.000329388
9785,0.999686
758,1.65E-09
3378,0.999955
8907,0.999999
925,2.42E-17
756,0.000487841
6306,0.998354
8848,2.73E-14
12077,2.27E-08
2567,2.19E-11
10588,1
4010,6.60E-07
3525,6.31E-05
8082,1
6197,3.25E-05
2772,0.348428
4224,0.999977
11026,6.55E-09
683,9.72E-11
10677,5.54E-06
9137,1.68E-15
4763,0.999995
5526,1
1834,2.86E-07
10389,9.24E-15
5122,6.12E-12
8292,1
3901,3.08E-13
11905,8.59E-14
5746,0.000165462
6679,1
3637,0.996978
10806,1
1575,1
2937,7.97E-11
2309,0.00101028
3575,2.46E-09
2560,1
5436,0.999984
8232,1.16E-10
7329,2.53E-07
1067,1
9468,5.08E-19
8709,0.0194402
11353,5.79E-07
707,1
8166,0.958175
11898,3.14E-09
1587,0.000224209
12001,1
2509,1
2361,0.992797
7777,3.34E-14
8382,0.999943
6146,1.77E-13
3305,0.000915661
7627,0.999978
8664,2.05E-07
1777,4.80E-08
12277,0.999995
11176,0.999513
3089,0.999992
6149,1.14E-11
3565,6.36E-13
4972,9.84E-16
10259,1
2724,1
9858,1
5446,1
9445,0.993964
4265,1
12217,3.24E-13
131,1
1809,1
6512,0.92493
3589,7.08E-07
4672,0.0188596
8431,1.66E-13
5465,1
8208,1
6599,1
7382,1.52E-06
2354,1.88E-14
3961,1
3257,3.01E-07
208,0.00140666
961,0.000164718
5753,3.36E-07
4294,1
6979,2.66E-08
3983,5.14E-15
11937,3.26E-11
6750,1.14E-07
12040,1
9222,1
10727,1.50E-16
1283,0.999979
1736,5.90E-08
2473,4.78E-06
7257,0.999838
3034,8.63E-17
9488,1
854,1
771,4.97E-14
1537,1
10350,0.999964
5742,0.999355
6938,1
5736,3.12E-09
6474,6.25E-10
5751,1
6106,0.999954
2783,3.19E-19
10765,1
4476,0.00280403
1554,1
1821,1
10768,1
10801,0.999999
2440,4.95E-13
11706,1
3775,0.9999
9939,0.705411
3279,1
6204,0.000147401
9225,7.94E-08
2179,1
3715,1
10882,0.413355
2965,2.31E-05
10089,0.359543
9893,1.58E-10
457,0.990109
4256,1.84E-05
684,1
8545,1
6116,0.999973
11713,0.999998
10703,0.562535
4734,0.999999
8836,6.44E-15
4680,1
10830,2.76E-09
7102,1
4105,1.34E-16
7069,1
11749,1
4595,3.47E-06
6705,3.20E-20
9200,1
7964,0.998388
8369,0.997601
8491,0.00076581
5949,5.30E-15
10331,2.09E-16
11110,1.94E-06
12141,0.00688063
8495,1.49E-06
5687,1.60E-05
11752,1
6411,1.97E-23
3531,3.75E-05
6543,0.0495181
9653,1.32E-14
3423,2.42E-11
11855,1
9373,0.0399773
8341,1
6193,1
9272,0.999998
7638,3.27E-19
507,1
10827,1.43E-10
3511,1
2406,0.999965
11097,1
2751,1
12159,0.000147749
8155,1
719,0.997715
11607,1.86E-05
4738,0.999906
10529,7.65E-11
12292,0.999999
10959,0.990671
9079,0.994266
5730,0.7774
10103,4.31E-14
7181,1
3331,1
12454,0.00151321
2212,0.999923
1104,4.93E-07
10852,0.00638413
10409,1
3474,1.46E-10
8659,2.01E-06
5105,6.85E-10
9927,3.26E-15
8629,0.999997
8740,1
9846,7.26E-12
163,8.78E-11
9816,1
5144,2.36E-09
2704,1
9185,1
8325,0.99998
12112,1
9616,0.999989
997,0.999885
9538,7.78E-13
8968,0.999757
2881,1
8984,2.05E-11
2084,1
3131,1.70E-08
3636,1.36E-14
10795,0.999998
10454,6.28E-09
7412,1
4157,4.06E-06
4103,1
2031,0.934379
2374,0.999992
6883,0.969953
4632,6.42E-07
869,7.79E-07
939,0.999879
10356,4.28E-10
6917,8.92E-14
11196,8.15E-20
4620,0.000251458
2688,1.17E-09
1945,3.79E-07
3932,5.44E-09
9768,1
2205,7.95E-12
230,3.84E-07
9018,1
6420,1
2336,1
11516,0.999998
1872,1
4736,0.999962
3261,0.467536
11202,0.999877
1121,1
1424,0.999999
7802,2.30E-13
7271,1
11566,5.92E-15
5429,2.32E-08
12101,4.30E-11
2754,8.97E-06
10784,5.45E-10
133,6.01E-06
1238,1
9026,1
10538,0.0017767
11489,1.29E-15
7925,1
11291,1.83E-18
10645,1
3667,1.59E-09
93,8.36E-16
7714,9.15E-11
12207,1
3914,0.999999
7164,2.31E-05
10753,0.950565
2464,1
187,1.34E-11
6612,6.04E-05
5019,1
955,0.999842
5664,1.03E-13
8314,1.28E-07
600,0.000160241
4938,1
12446,3.73E-08
8850,0.528887
4992,0.999988
9975,7.81E-05
8784,1
2523,0.999778
6117,0.999994
5322,1
12314,1
4756,0.999997
11572,1.16E-08
3512,0.999999
4220,0.000378367
4940,0.999939
8373,3.51E-12
1478,1.57E-12
5771,1
3920,1.87E-14
238,0.999995
12442,3.00E-10
1870,0.000376975
